transaction_id,timestamp,year,quarter,customer_id,employee_id,office_id,team_id,product_id,call_duration_minutes,completion_time_seconds,is_transferred,transfer_reason,linked_accounts_count,fraud_risk_flag
61118,2021-05-24 10:47:26,2021,2,1530,119,3,2,1,13,789,0,None,1,0
61119,2021-05-24 09:29:37,2021,2,3149,138,3,5,1,21,1278,0,None,2,0
61120,2021-05-24 12:50:35,2021,2,4080,100,2,5,2,31,1847,1,Billing Dispute,1,0
61121,2021-05-24 08:50:05,2021,2,341,192,4,7,5,10,624,1,Fraud Verification,1,0
61122,2021-05-24 08:56:47,2021,2,632,204,5,8,5,34,2049,0,None,10,0
61123,2021-05-24 15:31:25,2021,2,3238,108,3,1,4,14,881,0,None,1,0
61124,2021-05-24 17:42:44,2021,2,2388,196,4,1,3,14,853,0,None,1,0
61125,2021-05-24 10:01:44,2021,2,1269,29,1,1,2,16,980,0,None,1,0
61126,2021-05-24 18:40:03,2021,2,4927,237,5,2,1,26,1604,1,Fraud Verification,1,0
61127,2021-05-24 18:32:02,2021,2,771,94,2,7,5,16,960,0,None,1,0
61128,2021-05-24 16:10:02,2021,2,3751,50,1,4,6,30,1795,0,None,1,0
61129,2021-05-24 18:34:55,2021,2,284,108,3,1,4,11,659,0,None,1,0
61130,2021-05-24 12:11:44,2021,2,4698,62,2,5,3,8,520,0,None,1,0
61131,2021-05-24 13:38:27,2021,2,2283,198,4,6,2,12,711,0,None,1,0
61132,2021-05-24 14:12:56,2021,2,2933,117,3,2,2,18,1105,0,None,3,0
61133,2021-05-24 14:03:47,2021,2,1983,106,3,2,1,20,1238,1,Fraud Verification,1,0
61134,2021-05-24 14:27:45,2021,2,4523,232,5,6,5,13,814,0,None,2,0
61135,2021-05-24 18:32:03,2021,2,3322,76,2,1,6,8,498,0,None,1,0
61136,2021-05-24 11:43:56,2021,2,947,185,4,5,4,30,1822,1,Billing Dispute,3,0
61137,2021-05-24 17:44:46,2021,2,4455,221,5,1,1,13,806,0,None,1,0
61138,2021-05-24 17:45:11,2021,2,2653,65,2,4,4,9,583,0,None,5,0
61139,2021-05-24 15:00:26,2021,2,452,127,3,5,6,12,727,0,None,1,0
61140,2021-05-24 11:09:05,2021,2,1297,140,3,6,2,19,1125,1,Billing Dispute,1,0
61141,2021-05-24 18:05:27,2021,2,747,140,3,6,1,56,3404,0,None,1,0
61142,2021-05-25 16:23:52,2021,2,1012,112,3,7,2,16,992,1,Technical Escalation,1,0
61143,2021-05-25 10:23:58,2021,2,4595,168,4,2,5,29,1783,1,Technical Escalation,1,0
61144,2021-05-25 09:56:39,2021,2,1232,129,3,1,5,9,527,1,Technical Escalation,1,0
61145,2021-05-25 11:31:08,2021,2,4131,21,1,7,4,14,842,0,None,1,0
61146,2021-05-25 11:33:50,2021,2,4456,39,1,7,2,38,2277,0,None,1,0
61147,2021-05-25 17:28:00,2021,2,1819,204,5,8,1,13,806,0,None,1,0
61148,2021-05-25 14:22:13,2021,2,4322,212,5,1,3,5,311,1,Technical Escalation,1,0
61149,2021-05-25 16:10:00,2021,2,4379,73,2,5,4,23,1422,0,None,1,0
61150,2021-05-25 16:44:11,2021,2,3094,201,5,4,6,11,681,0,None,1,0
61151,2021-05-25 12:00:52,2021,2,700,104,3,5,2,15,921,1,Fraud Verification,2,0
61152,2021-05-25 15:45:27,2021,2,4002,197,4,3,4,34,2049,0,None,3,0
61153,2021-05-25 10:18:58,2021,2,1562,42,1,6,3,31,1862,0,None,1,0
61154,2021-05-25 14:52:21,2021,2,3913,102,3,3,5,20,1236,0,None,1,0
61155,2021-05-25 08:58:27,2021,2,1792,182,4,6,3,12,738,0,None,1,0
61156,2021-05-25 13:02:41,2021,2,1054,227,5,6,6,13,821,0,None,1,0
61157,2021-05-25 10:45:54,2021,2,1154,122,3,1,5,20,1192,0,None,1,0
61158,2021-05-25 17:00:08,2021,2,998,78,2,8,3,50,3024,0,None,1,0
61159,2021-05-25 13:44:03,2021,2,3313,82,2,1,2,10,612,0,None,1,0
61160,2021-05-25 10:52:39,2021,2,3357,192,4,7,3,9,534,0,None,1,0
61161,2021-05-25 18:27:05,2021,2,3335,41,1,3,4,8,519,1,Technical Escalation,1,0
61162,2021-05-25 14:30:10,2021,2,1916,123,3,8,1,32,1930,0,None,2,0
61163,2021-05-25 13:07:15,2021,2,1789,152,4,3,3,24,1440,0,None,1,0
61164,2021-05-25 13:21:37,2021,2,1885,41,1,3,6,18,1078,0,None,3,0
61165,2021-05-25 08:44:58,2021,2,3224,70,2,6,5,18,1094,1,Fraud Verification,1,0
61166,2021-05-25 11:38:23,2021,2,2232,100,2,5,1,5,336,0,None,1,0
61167,2021-05-25 18:30:34,2021,2,1856,203,5,4,4,21,1258,0,None,3,0
61168,2021-05-25 15:02:55,2021,2,4897,20,1,8,6,18,1096,0,None,1,0
61169,2021-05-25 08:21:28,2021,2,4636,165,4,6,5,21,1259,1,Billing Dispute,1,0
61170,2021-05-25 17:17:54,2021,2,956,125,3,2,3,11,699,0,None,1,0
61171,2021-05-25 17:50:08,2021,2,1233,140,3,6,5,15,940,1,Fraud Verification,2,0
61172,2021-05-25 18:48:58,2021,2,3324,53,2,1,4,40,2406,0,None,1,0
61173,2021-05-25 13:23:06,2021,2,4330,110,3,5,2,5,327,0,None,1,0
61174,2021-05-25 18:32:39,2021,2,4395,87,2,6,4,7,410,0,None,2,0
61175,2021-05-25 14:32:00,2021,2,3494,81,2,2,5,21,1253,1,Fraud Verification,1,0
61176,2021-05-25 08:58:03,2021,2,3078,179,4,4,1,19,1151,0,None,2,0
61177,2021-05-25 12:21:43,2021,2,972,122,3,1,1,20,1238,0,None,3,0
61178,2021-05-25 12:20:02,2021,2,3135,102,3,3,4,19,1167,0,None,1,0
61179,2021-05-25 17:58:09,2021,2,3313,116,3,8,1,9,548,0,None,1,0
61180,2021-05-25 15:53:58,2021,2,1937,210,5,5,2,13,769,0,None,2,0
61181,2021-05-25 17:22:13,2021,2,4779,169,4,6,6,27,1642,0,None,1,0
61182,2021-05-25 08:05:42,2021,2,1988,128,3,2,2,11,680,0,None,2,0
61183,2021-05-25 16:18:50,2021,2,3619,240,5,1,2,26,1566,0,None,1,0
61184,2021-05-25 13:17:13,2021,2,1745,143,3,5,2,8,525,0,None,1,0
61185,2021-05-25 13:02:44,2021,2,4660,203,5,4,5,5,316,0,None,2,0
61186,2021-05-25 10:44:02,2021,2,4786,88,2,6,5,7,450,0,None,2,0
61187,2021-05-25 10:29:06,2021,2,23,186,4,4,2,12,744,0,None,1,0
61188,2021-05-25 12:19:45,2021,2,3964,173,4,6,5,16,957,0,None,50,0
61189,2021-05-25 18:07:02,2021,2,1861,229,5,3,3,27,1655,0,None,1,0
61190,2021-05-25 18:45:28,2021,2,4731,7,1,6,2,33,1993,0,None,2,0
61191,2021-05-25 10:32:11,2021,2,1523,247,5,6,3,17,1014,0,None,1,0
61192,2021-05-25 11:07:35,2021,2,3169,217,5,6,3,11,682,0,None,1,0
61193,2021-05-25 18:04:44,2021,2,3104,197,4,3,5,25,1509,0,None,3,0
61194,2021-05-25 11:04:05,2021,2,3569,237,5,2,1,15,914,0,None,1,0
61195,2021-05-25 16:27:57,2021,2,707,39,1,7,4,6,353,0,None,1,0
61196,2021-05-25 15:38:48,2021,2,3869,20,1,8,1,12,746,0,None,3,0
61197,2021-05-25 18:05:06,2021,2,3167,55,2,6,2,26,1586,1,None,1,0
61198,2021-05-25 14:03:12,2021,2,2331,128,3,2,5,30,1824,0,None,1,0
61199,2021-05-25 18:58:21,2021,2,1354,69,2,3,4,8,488,0,None,1,0
61200,2021-05-25 08:18:50,2021,2,4797,134,3,7,1,16,992,0,None,1,0
61201,2021-05-25 08:30:32,2021,2,934,144,3,4,1,18,1106,0,None,1,0
61202,2021-05-25 14:13:16,2021,2,3457,169,4,6,3,50,3011,0,None,1,0
61203,2021-05-25 17:27:10,2021,2,786,15,1,1,1,14,878,0,None,1,0
61204,2021-05-25 13:41:41,2021,2,3307,173,4,6,5,15,893,1,None,1,0
61205,2021-05-25 11:16:34,2021,2,1643,164,4,7,2,25,1507,0,None,1,0
61206,2021-05-25 15:03:52,2021,2,1978,82,2,1,5,9,534,0,None,1,0
61207,2021-05-25 12:52:19,2021,2,1483,175,4,7,6,12,706,0,None,3,0
61208,2021-05-25 11:57:13,2021,2,3951,243,5,6,2,14,833,0,None,2,0
61209,2021-05-25 12:57:12,2021,2,4890,127,3,5,3,10,589,0,None,1,0
61210,2021-05-25 09:12:41,2021,2,4948,185,4,5,3,20,1195,0,None,3,0
61211,2021-05-25 14:05:04,2021,2,3190,123,3,8,5,65,3941,0,None,1,0
61212,2021-05-25 15:23:01,2021,2,3176,57,2,2,1,11,688,0,None,1,0
61213,2021-05-25 10:53:03,2021,2,2793,88,2,6,3,34,2073,0,None,2,0
61214,2021-05-25 08:22:20,2021,2,4312,204,5,8,1,6,352,0,None,5,0
61215,2021-05-25 16:31:37,2021,2,1178,107,3,5,4,9,565,0,None,1,0
61216,2021-05-25 13:33:50,2021,2,784,64,2,5,3,14,871,0,None,1,0
61217,2021-05-25 13:08:42,2021,2,3735,229,5,3,3,23,1369,0,None,1,0
61218,2021-05-25 16:57:04,2021,2,4449,130,3,2,1,8,499,1,Fraud Verification,1,0
61219,2021-05-25 09:50:26,2021,2,4190,103,3,1,4,5,340,0,None,1,0
61220,2021-05-25 15:08:10,2021,2,1695,111,3,7,1,8,479,1,None,1,0
61221,2021-05-25 11:41:57,2021,2,790,54,2,1,6,12,726,1,Billing Dispute,1,0
61222,2021-05-25 15:56:46,2021,2,4415,214,5,6,3,22,1339,0,None,1,0
61223,2021-05-25 12:51:44,2021,2,1274,111,3,7,6,11,655,0,None,1,0
61224,2021-05-25 12:00:46,2021,2,4452,240,5,1,6,7,429,0,None,1,0
61225,2021-05-25 10:42:47,2021,2,149,171,4,5,4,29,1773,0,None,3,0
61226,2021-05-25 17:11:40,2021,2,674,209,5,3,5,8,502,1,Fraud Verification,1,0
61227,2021-05-25 14:06:37,2021,2,614,171,4,5,5,24,1428,0,None,1,0
61228,2021-05-25 10:07:38,2021,2,896,94,2,7,5,15,909,1,Technical Escalation,1,0
61229,2021-05-25 13:26:21,2021,2,3571,78,2,8,3,11,676,0,None,1,0
61230,2021-05-25 10:47:28,2021,2,4243,67,2,1,5,19,1145,0,None,10,0
61231,2021-05-25 17:53:18,2021,2,4885,207,5,2,4,18,1123,0,None,5,0
61232,2021-05-25 12:20:33,2021,2,1840,82,2,1,5,47,2831,0,None,1,0
61233,2021-05-25 17:26:19,2021,2,1609,136,3,7,5,14,879,0,None,1,0
61234,2021-05-25 16:11:52,2021,2,4741,157,4,6,6,13,787,1,Technical Escalation,1,0
61235,2021-05-25 11:55:46,2021,2,2797,52,2,2,2,29,1743,0,None,1,0
61236,2021-05-25 12:49:42,2021,2,4871,16,1,7,3,20,1196,0,None,1,0
61237,2021-05-25 13:28:33,2021,2,2613,156,4,4,3,20,1222,1,Technical Escalation,2,0
61238,2021-05-25 11:56:24,2021,2,2372,150,3,1,3,24,1431,1,Fraud Verification,1,0
61239,2021-05-25 13:10:17,2021,2,3486,215,5,8,2,18,1090,0,None,1,0
61240,2021-05-25 11:36:30,2021,2,3604,118,3,2,6,41,2469,0,None,1,0
61241,2021-05-25 09:36:32,2021,2,3754,120,3,7,4,9,585,0,None,2,0
61242,2021-05-25 11:48:29,2021,2,3197,159,4,6,6,18,1083,0,None,1,0
61243,2021-05-25 11:48:38,2021,2,3548,52,2,2,5,23,1376,1,Billing Dispute,1,0
61244,2021-05-25 13:45:08,2021,2,1179,116,3,8,6,16,972,0,None,3,0
61245,2021-05-25 18:06:47,2021,2,4429,101,3,5,4,20,1222,1,None,1,0
61246,2021-05-25 14:36:51,2021,2,3623,222,5,6,5,20,1233,0,None,1,0
61247,2021-05-25 13:14:40,2021,2,4737,154,4,7,4,10,616,0,None,1,0
61248,2021-05-25 13:42:48,2021,2,1862,177,4,8,6,29,1759,0,None,1,0
61249,2021-05-25 13:59:24,2021,2,3999,43,1,5,2,19,1142,0,None,1,0
61250,2021-05-25 17:18:53,2021,2,2620,103,3,1,3,5,292,0,None,1,0
61251,2021-05-25 11:43:50,2021,2,3473,75,2,1,6,8,476,1,Billing Dispute,1,0
61252,2021-05-25 14:26:28,2021,2,2328,7,1,6,1,10,633,1,Technical Escalation,1,0
61253,2021-05-25 12:45:21,2021,2,3150,73,2,5,6,14,833,0,None,1,0
61254,2021-05-25 11:15:39,2021,2,2988,176,4,4,1,25,1494,0,None,2,0
61255,2021-05-25 14:40:36,2021,2,1518,88,2,6,3,11,686,0,None,2,0
61256,2021-05-25 14:05:47,2021,2,4494,26,1,1,4,7,463,0,None,1,0
61257,2021-05-25 17:19:47,2021,2,866,218,5,6,4,13,787,1,Fraud Verification,1,0
61258,2021-05-25 11:53:07,2021,2,37,246,5,1,1,8,478,0,None,1,0
61259,2021-05-25 18:40:41,2021,2,290,164,4,7,1,24,1468,0,None,1,0
61260,2021-05-25 14:00:32,2021,2,4668,26,1,1,6,5,320,0,None,1,0
61261,2021-05-25 13:23:04,2021,2,417,118,3,2,2,49,2976,0,None,1,0
61262,2021-05-25 13:55:22,2021,2,3242,153,4,2,1,56,3369,0,None,1,0
61263,2021-05-25 09:10:10,2021,2,3824,225,5,7,6,5,295,0,None,1,0
61264,2021-05-25 12:33:37,2021,2,4104,188,4,3,2,27,1650,0,None,1,0
61265,2021-05-25 18:49:02,2021,2,1039,104,3,5,2,14,879,0,None,1,0
61266,2021-05-25 12:17:54,2021,2,535,214,5,6,2,53,3205,1,Fraud Verification,1,0
61267,2021-05-25 18:06:16,2021,2,1533,95,2,7,6,7,445,0,None,1,0
61268,2021-05-25 15:31:13,2021,2,3435,27,1,1,2,6,351,0,None,2,0
61269,2021-05-25 17:50:17,2021,2,4842,188,4,3,2,55,3339,0,None,1,0
61270,2021-05-25 16:07:30,2021,2,4810,247,5,6,5,29,1737,1,None,2,0
61271,2021-05-25 08:50:51,2021,2,3217,175,4,7,4,22,1322,1,Technical Escalation,1,0
61272,2021-05-25 13:14:05,2021,2,2110,47,1,8,2,6,382,0,None,1,0
61273,2021-05-25 17:01:53,2021,2,3003,119,3,2,2,65,3943,0,None,2,0
61274,2021-05-25 09:35:53,2021,2,3135,89,2,6,2,19,1162,1,None,1,1
61275,2021-05-25 15:54:11,2021,2,1325,127,3,5,6,28,1695,0,None,1,0
61276,2021-05-25 09:44:50,2021,2,159,195,4,5,4,20,1232,0,None,1,0
61277,2021-05-25 16:23:54,2021,2,3587,96,2,5,2,5,341,0,None,2,0
61278,2021-05-25 14:33:07,2021,2,218,6,1,7,2,7,416,0,None,3,1
61279,2021-05-25 16:11:35,2021,2,2010,216,5,1,1,21,1281,0,None,1,1
61280,2021-05-25 10:53:53,2021,2,3252,217,5,6,1,10,623,0,None,1,0
61281,2021-05-26 08:39:38,2021,2,3915,117,3,2,1,19,1161,0,None,2,0
61282,2021-05-26 08:28:38,2021,2,4430,161,4,8,4,12,707,0,None,2,0
61283,2021-05-26 13:27:42,2021,2,63,213,5,4,5,8,469,0,None,2,0
61284,2021-05-26 18:45:39,2021,2,1421,186,4,4,6,14,835,1,None,1,0
61285,2021-05-26 15:30:20,2021,2,198,43,1,5,3,11,671,0,None,1,0
61286,2021-05-26 08:52:13,2021,2,4564,97,2,8,5,34,2085,0,None,1,0
61287,2021-05-26 12:16:48,2021,2,4260,192,4,7,3,11,672,0,None,2,0
61288,2021-05-26 14:18:59,2021,2,3075,233,5,2,6,43,2613,0,None,2,0
61289,2021-05-26 17:48:53,2021,2,881,73,2,5,5,14,845,0,None,1,0
61290,2021-05-26 12:49:01,2021,2,2058,220,5,2,5,25,1504,1,None,1,0
61291,2021-05-26 10:33:07,2021,2,1339,63,2,4,5,14,871,0,None,3,0
61292,2021-05-26 17:54:44,2021,2,1996,242,5,6,1,10,627,0,None,1,0
61293,2021-05-26 12:57:33,2021,2,1718,185,4,5,5,21,1291,0,None,1,0
61294,2021-05-26 18:21:20,2021,2,3263,167,4,1,3,18,1085,1,Billing Dispute,1,0
61295,2021-05-26 17:09:15,2021,2,2983,25,1,6,3,42,2521,0,None,1,0
61296,2021-05-26 18:40:34,2021,2,3956,214,5,6,4,21,1249,1,None,3,0
61297,2021-05-26 13:27:52,2021,2,3812,15,1,1,4,13,793,0,None,1,0
61298,2021-05-26 14:54:06,2021,2,664,85,2,4,2,10,629,0,None,1,0
61299,2021-05-26 13:15:32,2021,2,2510,44,1,2,5,25,1531,1,Billing Dispute,3,0
61300,2021-05-26 17:01:23,2021,2,2584,9,1,3,6,36,2182,0,None,1,0
61301,2021-05-26 09:58:11,2021,2,2208,136,3,7,4,10,630,0,None,1,0
61302,2021-05-26 13:41:38,2021,2,1663,114,3,2,1,18,1067,0,None,1,0
61303,2021-05-26 09:46:22,2021,2,2032,164,4,7,2,23,1394,0,None,1,0
61304,2021-05-26 13:55:43,2021,2,4481,61,2,8,1,76,4548,1,None,5,0
61305,2021-05-26 18:43:41,2021,2,553,17,1,2,6,14,844,0,None,1,0
61306,2021-05-26 13:26:00,2021,2,547,227,5,6,5,14,883,0,None,1,0
61307,2021-05-26 08:08:36,2021,2,4873,100,2,5,4,19,1153,1,None,1,1
61308,2021-05-26 09:01:19,2021,2,462,125,3,2,1,14,840,1,Fraud Verification,1,0
61309,2021-05-26 11:21:57,2021,2,4977,202,5,6,5,12,739,1,Billing Dispute,1,0
61310,2021-05-26 14:58:16,2021,2,1696,245,5,5,5,24,1434,0,None,1,0
61311,2021-05-26 09:06:37,2021,2,4146,123,3,8,6,50,2994,0,None,1,0
61312,2021-05-26 15:58:36,2021,2,3622,244,5,1,3,24,1453,0,None,1,0
61313,2021-05-26 12:14:10,2021,2,4280,88,2,6,6,7,461,1,Fraud Verification,1,0
61314,2021-05-26 15:01:20,2021,2,3420,179,4,4,3,26,1547,0,None,1,0
61315,2021-05-26 13:44:23,2021,2,3726,11,1,1,5,15,927,0,None,1,0
61316,2021-05-26 18:56:33,2021,2,2253,102,3,3,3,18,1120,0,None,1,1
61317,2021-05-26 09:25:21,2021,2,3591,54,2,1,5,6,379,0,None,1,0
61318,2021-05-26 17:35:16,2021,2,4464,156,4,4,6,22,1344,0,None,3,0
61319,2021-05-26 18:04:20,2021,2,3294,248,5,8,6,14,838,0,None,1,0
61320,2021-05-26 11:08:17,2021,2,1936,52,2,2,2,33,1996,0,None,1,0
61321,2021-05-26 12:05:51,2021,2,2271,231,5,7,1,11,650,0,None,1,0
61322,2021-05-26 08:05:59,2021,2,1226,224,5,7,3,14,834,0,None,1,0
61323,2021-05-26 10:01:36,2021,2,1062,178,4,2,2,8,504,0,None,1,0
61324,2021-05-26 17:41:28,2021,2,3081,176,4,4,6,7,436,0,None,1,0
61325,2021-05-26 16:25:04,2021,2,3286,179,4,4,4,5,310,0,None,1,0
61326,2021-05-26 18:51:17,2021,2,2839,77,2,8,6,16,1002,1,Fraud Verification,3,0
61327,2021-05-26 12:00:02,2021,2,4486,71,2,6,3,46,2772,0,None,1,0
61328,2021-05-26 14:54:22,2021,2,748,106,3,2,2,55,3293,0,None,2,0
61329,2021-05-26 13:44:26,2021,2,1932,219,5,6,4,12,730,0,None,1,0
61330,2021-05-26 18:19:00,2021,2,2073,159,4,6,1,14,845,0,None,2,0
61331,2021-05-26 11:12:43,2021,2,1618,131,3,5,1,5,298,0,None,1,0
61332,2021-05-26 15:43:10,2021,2,349,147,3,4,3,41,2448,0,None,1,0
61333,2021-05-26 18:33:39,2021,2,102,86,2,2,5,5,297,0,None,1,0
61334,2021-05-26 18:20:40,2021,2,3049,109,3,4,2,6,390,1,None,1,0
61335,2021-05-26 13:32:01,2021,2,3462,123,3,8,4,23,1380,0,None,1,0
61336,2021-05-26 08:27:47,2021,2,303,225,5,7,5,7,457,0,None,1,0
61337,2021-05-26 13:48:08,2021,2,2078,66,2,2,4,7,409,0,None,2,0
61338,2021-05-26 13:49:56,2021,2,3202,195,4,5,2,22,1328,0,None,1,0
61339,2021-05-26 15:26:47,2021,2,3757,142,3,1,3,12,765,1,Technical Escalation,1,0
61340,2021-05-26 10:06:21,2021,2,1935,216,5,1,6,18,1077,0,None,1,0
61341,2021-05-26 13:58:48,2021,2,1489,198,4,6,4,7,412,0,None,1,0
61342,2021-05-26 08:30:48,2021,2,2043,86,2,2,1,37,2206,1,Billing Dispute,1,0
61343,2021-05-26 12:33:55,2021,2,1304,145,3,8,2,22,1346,0,None,1,0
61344,2021-05-26 10:18:33,2021,2,534,105,3,2,4,11,647,0,None,1,0
61345,2021-05-26 17:08:56,2021,2,3516,128,3,2,2,14,872,1,Billing Dispute,1,0
61346,2021-05-26 09:13:02,2021,2,3238,205,5,6,1,16,973,0,None,1,0
61347,2021-05-26 15:55:00,2021,2,2072,227,5,6,1,28,1705,1,Billing Dispute,3,0
61348,2021-05-26 17:37:18,2021,2,1623,50,1,4,4,37,2210,0,None,1,0
61349,2021-05-26 16:00:33,2021,2,21,29,1,1,4,15,900,0,None,1,0
61350,2021-05-26 15:59:58,2021,2,3954,201,5,4,6,15,905,0,None,5,0
61351,2021-05-26 14:14:15,2021,2,3681,163,4,5,1,10,622,0,None,1,0
61352,2021-05-26 09:52:48,2021,2,1113,200,4,7,2,10,591,0,None,2,0
61353,2021-05-26 17:51:36,2021,2,2542,212,5,1,4,6,345,0,None,1,0
61354,2021-05-26 11:22:05,2021,2,1440,199,4,2,1,51,3101,0,None,3,0
61355,2021-05-26 10:13:57,2021,2,4502,109,3,4,6,23,1388,0,None,3,0
61356,2021-05-26 11:46:39,2021,2,26,209,5,3,6,53,3173,0,None,3,0
61357,2021-05-26 14:52:15,2021,2,3954,217,5,6,2,18,1114,0,None,5,0
61358,2021-05-26 14:35:23,2021,2,2457,151,4,4,4,61,3688,0,None,1,0
61359,2021-05-26 12:56:58,2021,2,3446,212,5,1,4,11,651,0,None,2,0
61360,2021-05-26 11:06:00,2021,2,3301,216,5,1,6,15,925,0,None,1,0
61361,2021-05-26 17:26:03,2021,2,1205,61,2,8,6,28,1675,0,None,1,0
61362,2021-05-26 17:12:43,2021,2,1041,138,3,5,1,11,662,0,None,10,0
61363,2021-05-26 11:07:02,2021,2,4461,129,3,1,6,15,943,0,None,1,0
61364,2021-05-26 15:56:07,2021,2,511,196,4,1,2,16,980,0,None,1,0
61365,2021-05-26 18:29:10,2021,2,4327,209,5,3,1,16,999,0,None,2,0
61366,2021-05-26 18:20:03,2021,2,4051,156,4,4,4,23,1394,0,None,1,0
61367,2021-05-26 10:37:56,2021,2,4217,188,4,3,4,10,640,0,None,1,0
61368,2021-05-26 13:59:00,2021,2,1388,121,3,4,5,8,489,1,None,1,0
61369,2021-05-26 15:36:25,2021,2,775,138,3,5,2,17,1055,1,Billing Dispute,3,0
61370,2021-05-26 18:56:22,2021,2,4971,193,4,1,4,36,2145,0,None,1,0
61371,2021-05-26 15:02:43,2021,2,1014,186,4,4,4,101,6065,0,None,10,0
61372,2021-05-26 17:24:40,2021,2,1693,128,3,2,3,6,358,0,None,1,0
61373,2021-05-26 16:49:58,2021,2,2148,144,3,4,3,18,1116,0,None,1,0
61374,2021-05-26 15:04:19,2021,2,430,16,1,7,5,17,1045,0,None,2,0
61375,2021-05-26 13:39:27,2021,2,710,30,1,7,3,27,1661,0,None,1,0
61376,2021-05-26 14:19:39,2021,2,4499,202,5,6,1,12,736,1,Fraud Verification,1,0
61377,2021-05-26 08:14:27,2021,2,3053,91,2,5,6,26,1592,0,None,1,1
61378,2021-05-26 15:10:16,2021,2,441,11,1,1,2,12,745,0,None,2,0
61379,2021-05-26 16:58:49,2021,2,2465,102,3,3,4,7,444,1,None,2,0
61380,2021-05-26 09:12:30,2021,2,668,177,4,8,2,16,1001,1,Fraud Verification,2,0
61381,2021-05-26 12:15:58,2021,2,553,104,3,5,3,12,705,0,None,1,0
61382,2021-05-26 17:22:37,2021,2,4072,45,1,4,4,52,3165,0,None,3,0
61383,2021-05-26 14:32:36,2021,2,1147,92,2,8,5,13,802,0,None,1,0
61384,2021-05-26 15:25:51,2021,2,3611,43,1,5,6,5,292,0,None,1,0
61385,2021-05-26 15:21:25,2021,2,3948,4,1,1,5,49,2972,0,None,2,0
61386,2021-05-26 16:39:55,2021,2,605,173,4,6,6,22,1344,0,None,3,0
61387,2021-05-26 17:00:20,2021,2,398,176,4,4,2,22,1354,1,None,1,0
61388,2021-05-26 10:31:25,2021,2,1464,247,5,6,2,7,418,0,None,1,0
61389,2021-05-26 18:47:18,2021,2,4405,125,3,2,3,28,1721,0,None,1,0
61390,2021-05-26 14:34:17,2021,2,2207,221,5,1,4,13,782,1,None,1,0
61391,2021-05-26 10:51:25,2021,2,2236,103,3,1,5,8,485,0,None,1,0
61392,2021-05-26 16:05:15,2021,2,2327,59,2,4,1,12,752,0,None,1,0
61393,2021-05-26 10:05:57,2021,2,370,35,1,1,4,29,1749,1,Fraud Verification,2,0
61394,2021-05-26 08:35:55,2021,2,2865,40,1,4,5,40,2417,0,None,1,0
61395,2021-05-26 10:32:25,2021,2,3554,102,3,3,3,15,892,0,None,1,0
61396,2021-05-26 16:28:43,2021,2,221,70,2,6,2,5,286,0,None,1,0
61397,2021-05-26 18:28:50,2021,2,4949,120,3,7,1,14,862,1,Fraud Verification,1,0
61398,2021-05-26 17:32:23,2021,2,758,161,4,8,2,16,949,0,None,1,0
61399,2021-05-26 16:52:09,2021,2,2933,218,5,6,1,14,863,1,Technical Escalation,2,0
61400,2021-05-26 16:36:10,2021,2,2833,102,3,3,6,19,1179,0,None,1,0
61401,2021-05-26 08:31:31,2021,2,3251,215,5,8,4,7,440,0,None,1,0
61402,2021-05-26 08:09:38,2021,2,4214,143,3,5,5,20,1204,0,None,1,0
61403,2021-05-26 16:16:28,2021,2,2563,133,3,3,5,13,782,0,None,1,0
61404,2021-05-26 09:31:57,2021,2,1549,85,2,4,1,18,1066,0,None,1,0
61405,2021-05-26 15:57:57,2021,2,1630,213,5,4,2,32,1960,0,None,2,0
61406,2021-05-26 09:52:41,2021,2,805,128,3,2,4,25,1520,0,None,1,0
61407,2021-05-26 10:55:53,2021,2,2610,107,3,5,1,18,1107,0,None,1,0
61408,2021-05-26 09:05:37,2021,2,2421,231,5,7,2,10,601,0,None,1,0
61409,2021-05-26 16:30:55,2021,2,3072,33,1,5,5,11,704,0,None,1,0
61410,2021-05-26 16:50:54,2021,2,711,33,1,5,2,9,550,0,None,1,0
61411,2021-05-26 15:53:58,2021,2,3774,220,5,2,2,47,2810,0,None,1,0
61412,2021-05-26 08:01:45,2021,2,90,151,4,4,4,17,1058,0,None,5,0
61413,2021-05-26 09:57:03,2021,2,3595,14,1,5,6,14,885,1,Billing Dispute,1,0
61414,2021-05-26 11:34:11,2021,2,2573,25,1,6,6,5,344,0,None,1,0
61415,2021-05-26 15:06:53,2021,2,725,247,5,6,2,13,795,0,None,1,0
61416,2021-05-26 15:21:33,2021,2,2981,190,4,1,5,9,531,0,None,1,0
61417,2021-05-26 11:42:16,2021,2,2255,77,2,8,5,13,793,1,None,10,0
61418,2021-05-26 10:42:49,2021,2,4646,14,1,5,1,7,409,0,None,1,0
61419,2021-05-26 18:55:14,2021,2,3975,10,1,4,6,87,5265,0,None,2,0
61420,2021-05-26 14:24:44,2021,2,2389,13,1,4,5,23,1401,0,None,2,0
61421,2021-05-26 09:17:43,2021,2,566,78,2,8,6,18,1099,0,None,1,0
61422,2021-05-26 17:54:42,2021,2,4453,192,4,7,1,16,1000,0,None,1,0
61423,2021-05-27 15:02:21,2021,2,4499,227,5,6,5,9,558,0,None,1,0
61424,2021-05-27 08:43:05,2021,2,3241,218,5,6,4,11,672,0,None,1,0
